timestamp,key
345,1
346,5
347,64
348,2
349,115
350,1
351,2
352,1
353,56
354,379
355,4
356,191
357,1
358,4
359,2
360,1
361,1
362,9
363,15
364,1
365,74
366,24
367,5
368,1
369,3
370,6
371,9
372,9
373,51
374,2
375,128
376,5
377,1
378,2
379,4
380,1
381,2
382,18
383,1
384,2
385,2
386,1
387,17
388,3
389,1
390,2
391,4
392,2
393,624
394,244
395,1
396,1
397,134
398,186
399,55
400,2
401,4
402,18
403,13
404,253
405,10
406,1
407,729
408,1
409,10
410,120
411,1
412,1
413,1
414,84
415,76
416,1
417,1
418,11
419,45
420,1
421,1
422,7
423,13
424,1
425,23
426,203
427,1
428,12
429,6
430,10
431,1
432,3
433,2
434,32
435,1
436,6
437,2
438,1
439,13
440,1
441,199
442,2
443,3
444,1
445,2
446,15
447,1
448,4
449,2
450,21
451,766
452,4
453,6
454,23
455,1
456,1
457,1
458,3
459,3
460,2
461,6
462,2
463,510
464,8
465,1
466,5
467,1
468,42
469,49
470,1
471,2
472,46
473,1
474,22
475,29
476,8
477,2
478,1
479,1
480,9
481,2
482,1
483,2
484,1
485,17
486,1
487,14
488,3
489,1
490,4
491,47
492,62
493,1
494,995
495,7
496,231
497,1
498,2
499,3
500,1
501,2
502,10
503,15
504,10
505,3
506,1
507,1
508,2
509,3
510,1
511,2
512,1
513,2
514,5
515,41
516,77
517,1
518,11
519,1
520,296
521,26
522,8
523,6
524,11
525,14
526,1
527,6
528,3
529,1
530,1
531,14
532,572
533,12
534,1
535,52
536,145
537,153
538,6
539,7
540,20
541,105
542,917
543,4
544,10
545,3
546,2
547,423
548,3
549,1
550,168
551,106
552,1
553,1
554,18
555,13
556,1
557,1
558,7
559,6
560,1
561,1
562,10
563,1
564,25
565,1
566,1
567,37
568,143
569,506
570,2
571,1
572,490
573,2
574,1
575,795
576,1
577,240
578,38
579,1
580,2
581,3
582,6
583,2
584,66
585,1
586,474
587,2
588,363
589,15
590,7
591,20
592,6
593,1
594,85
595,7
596,4
597,5
598,8
599,7
600,5
601,8
602,7
603,1
604,1
605,1
606,118
607,91
608,3
609,21
610,15
611,1
612,2
613,2
614,1
615,3
616,5
617,1
618,7
619,237
620,2
621,7
622,1
623,15
624,63
625,1
626,2
627,1
628,9
629,15
630,1
631,3
632,9
633,143
634,1
635,14
636,229
637,12
638,46
639,7
640,947
641,8
642,1
643,1
644,1
645,2
646,6
647,1
648,1
649,583
650,5
651,9
652,7
653,3
654,9
655,2
656,7
657,110
658,1
659,6
660,4
661,1
662,1
663,2
664,2
665,17
666,13
667,2
668,1
669,4
670,2
671,1
672,1
673,217
674,39
675,1
676,20
677,31
678,11
679,20
680,6
681,2
682,144
683,12
684,39
685,1
686,33
687,1
688,1
689,2
690,2
691,1
692,2
693,56
694,1
695,50
696,2
697,3
698,4
699,1
700,112
701,4
702,1
703,888
704,26
705,1
706,3
707,1
708,125
709,2
710,30
711,3
712,24
713,3
714,6
715,9
716,3
717,397
718,13
719,131
720,2
721,2
722,2
723,46
724,7
725,99
726,4
727,3
728,3
729,40
730,1
731,5
732,166
733,1
734,1
735,16
736,2
737,1
738,1
739,10
740,10
741,2
742,4
743,1
744,1
745,2
746,3
747,62
748,2
749,547
750,3
751,5
752,392
753,56
754,2
755,9
756,11
757,35
758,14
759,2
760,1
761,2
762,9
763,3
764,3
765,1
766,1
767,8
768,4
769,19
770,8
771,79
772,1
773,21
774,177
775,6
776,1
777,1
778,1
779,49
780,4
781,1
782,71
783,44
784,14
785,1
786,93
787,984
788,32
789,4
790,23
791,120
792,1
793,1
794,25
795,4
796,6
797,2
798,19
799,1
800,14
801,1
802,1
803,9
804,3
805,5
806,60
807,64
808,364
809,1
810,5
811,1
812,1
813,1
814,1
815,7
816,236
817,17
818,17
819,1
820,4
821,2
822,113
823,64
824,552
825,4
826,10
827,4
828,6
829,5
830,3
831,1
832,274
833,3
834,3
835,729
836,1
837,1
838,1
839,1
840,5
841,1
842,1
843,8
844,27
845,1
846,1
847,1
848,644
849,1
850,20
851,2
852,306
853,74
854,20
855,2
856,1
857,2
858,13
859,1
860,3
861,8
862,1
863,318
864,4
865,1
866,250
867,16
868,1
869,14
870,1
871,22
872,26
873,61
874,4
875,3
876,1
877,42
878,2
879,2
880,3
881,12
882,2
883,3
884,1
885,2
886,1
887,4
888,19
889,6
890,1
891,217
892,3
893,1
894,1
895,18
896,10
897,1
898,1
899,32
900,1
901,20
902,8
903,1
904,14
905,3
906,47
907,1
908,4
909,1
910,5
911,7
912,63
913,7
914,8
915,6
916,9
917,1
918,80
919,576
920,60
921,3
922,17
923,5
924,1
925,4
926,1
927,1
928,1
929,1
930,80
931,6
932,10
933,1
934,41
935,3
936,1
937,6
938,4
939,2
940,2
941,1
942,1
943,5
944,27
945,1
946,67
947,1
948,1
949,9
950,2
951,5
952,4
953,3
954,1
955,2
956,1
957,12
958,16
959,1
960,19
961,2
962,50
963,16
964,374
965,16
966,44
967,764
968,265
969,4
970,2
971,56
972,1
973,1
974,29
975,2
976,26
977,1
978,1
979,52
980,4
981,7
982,11
983,41
984,2
985,1
986,12
987,6
988,17
989,80
990,54
991,15
992,2
993,2
994,13
995,4
996,42
997,2
998,132
999,8
1000,327
1001,14
1002,35
1003,1
1004,4
1005,613
1006,309
1007,21
1008,2
1009,12
1010,1
1011,6
1012,2
1013,3
1014,5
1015,1
1016,1
1017,1
1018,6
1019,3
1020,1
1021,178
1022,2
1023,1
1024,3
1025,11
1026,1
1027,1
1028,1
1029,1
1030,4
1031,55
1032,1
1033,1
1034,1
1035,239
1036,2
1037,4
1038,5
1039,35
1040,3
1041,1
1042,4
1043,22
1044,6
1045,1
1046,11
1047,1
1048,1
1049,202
1050,5
1051,16
1052,3
1053,22
1054,2
1055,356
1056,1
1057,2
1058,24
1059,3
1060,58
1061,1
1062,1
1063,2
1064,1
1065,50
1066,2
1067,1
1068,5
1069,4
1070,3
1071,446
1072,7
1073,41
1074,149
1075,65
1076,4
1077,787
1078,68
1079,10
1080,1
1081,1
1082,1
1083,354
1084,2
1085,2
1086,2
1087,484
1088,1
1089,11
1090,1
1091,1
1092,1
1093,1
1094,1
1095,27
1096,2
1097,189
1098,3
1099,1
1100,3
1101,228
1102,14
1103,8
1104,1
1105,2
1106,69
1107,1
1108,1
1109,43
1110,4
1111,4
1112,2
1113,442
1114,563
1115,2
1116,3
1117,1
1118,2
1119,1
1120,389
1121,1
1122,1
1123,1
1124,10
1125,3
1126,3
1127,2
1128,60
1129,4
1130,1
1131,2
1132,64
1133,3
1134,2
1135,463
1136,1
1137,1
1138,7
1139,6
1140,38
1141,1
1142,179
1143,38
1144,325
1145,46
1146,1
1147,80
1148,852
1149,3
1150,608
1151,9
1152,49
1153,334
1154,174
1155,9
1156,1
1157,7
1158,59
1159,1
1160,1
1161,11
1162,3
1163,14
1164,4
1165,3
1166,15
1167,1
1168,3
1169,1
1170,3
1171,126
1172,12
1173,1
1174,3
1175,1
1176,40
1177,993
1178,1
1179,1
1180,22
1181,82
1182,1
1183,23
1184,5
1185,276
1186,3
1187,1
1188,2
1189,2
1190,17
1191,8
1192,49
1193,344
1194,2
1195,2
1196,46
1197,196
1198,8
1199,8
1200,3
1201,128
1202,18
1203,153
1204,103
1205,154
1206,3
1207,1
1208,27
1209,5
1210,12
1211,7
1212,15
1213,1
1214,45
1215,1
1216,4
1217,1
1218,2
1219,1
1220,329
1221,1
1222,1
1223,1
1224,5
1225,6
1226,2
1227,4
1228,3
1229,1
1230,7
1231,127
1232,14
1233,151
1234,2
1235,3
1236,46
1237,554
1238,6
1239,1
1240,2
1241,146
1242,3
1243,13
1244,22
1245,1
1246,1
1247,1
1248,156
1249,9
1250,15
1251,1
1252,1
1253,51
1254,5
1255,1
1256,1
1257,129
1258,134
1259,39
1260,4
1261,39
1262,2
1263,15
1264,16
1265,1
1266,22
1267,1
1268,6
1269,1
1270,8
1271,38
1272,4
1273,1
1274,1
1275,1
1276,1
1277,717
1278,1
1279,1
1280,3
1281,51
1282,1
1283,3
1284,41
1285,1
1286,5
1287,1
1288,8
1289,184
1290,1
1291,59
1292,576
1293,106
1294,598
1295,597
1296,411
1297,5
1298,11
1299,1
1300,1
1301,1
1302,1
1303,6
1304,3
1305,36
1306,51
1307,4
1308,205
1309,1
1310,6
1311,1
1312,11
1313,3
1314,4
1315,28
1316,6
1317,5
1318,2
1319,1
1320,1
1321,1
1322,1
1323,20
1324,4
1325,2
1326,1
1327,6
1328,1
1329,6
1330,2
1331,2
1332,1
1333,342
1334,15
1335,129
1336,3
1337,23
1338,1
1339,3
1340,1
1341,1
1342,5
1343,308
1344,12
1345,3
1346,1
1347,6
1348,1
1349,5
1350,8
1351,150
1352,7
1353,25
1354,1
1355,11
1356,15
1357,1
1358,6
1359,5
1360,1
1361,2
1362,2
1363,55
1364,2
1365,1
1366,241
1367,13
1368,1
1369,2
1370,22
1371,92
1372,257
1373,44
1374,1
1375,1
1376,2
1377,87
1378,1
1379,1
1380,15
1381,8
1382,3
1383,1
1384,3
1385,12
1386,110
1387,2
1388,37
1389,1
1390,3
1391,10
1392,6
1393,35
1394,23
1395,1
1396,38
1397,17
1398,1
1399,6
1400,306
1401,50
1402,1
1403,1
1404,25
1405,5
1406,1
1407,1
1408,2
1409,8
1410,2
1411,18
1412,8
1413,1
1414,9
1415,59
1416,2
1417,23
1418,1
1419,9
1420,1
1421,3
1422,1
1423,13
1424,1
1425,1
1426,13
1427,41
1428,4
1429,1
1430,1
1431,1
1432,3
1433,66
1434,1
1435,6
1436,138
1437,7
1438,1
1439,10
1440,13
1441,342
1442,3
1443,5
1444,121
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,202
1452,6
1453,6
1454,1
1455,5
1456,1
1457,1
1458,6
1459,14
1460,1
1461,126
1462,1
1463,2
1464,7
1465,284
1466,1
1467,9
1468,1
1469,1
1470,2
1471,14
1472,5
1473,9
1474,4
1475,1
1476,9
1477,3
1478,18
1479,5
1480,3
1481,2
1482,10
1483,983
1484,1
1485,3
1486,2
1487,1
1488,1
1489,2
1490,7
1491,13
1492,226
1493,2
1494,54
1495,5
1496,36
1497,2
1498,1
1499,1
1500,1
1501,2
1502,4
1503,35
1504,1
1505,1
1506,26
1507,2
1508,1
1509,1
1510,3
1511,9
1512,21
1513,1
1514,4
1515,97
1516,1
1517,37
1518,4
1519,4
1520,9
1521,31
1522,443
1523,16
1524,10
1525,1
1526,1
1527,590
1528,1
1529,2
1530,2
1531,752
1532,4
1533,24
1534,84
1535,2
1536,1
1537,274
1538,2
1539,16
1540,7
1541,2
1542,1
1543,1
1544,1
1545,1
1546,842
1547,9
1548,3
1549,3
1550,32
1551,10
1552,7
1553,1
1554,1
1555,1
1556,236
1557,326
1558,942
1559,5
1560,2
1561,12
1562,26
1563,6
1564,2
1565,1
1566,1
1567,5
1568,668
1569,2
1570,2
1571,30
1572,506
1573,1
1574,1
1575,3
1576,6
1577,17
1578,1
1579,5
1580,3
1581,16
1582,2
1583,136
1584,46
1585,10
1586,112
1587,242
1588,767
1589,10
1590,11
1591,1
1592,3
1593,9
1594,5
1595,1
1596,21
1597,111
1598,109
1599,2
1600,1
1601,2
1602,1
1603,9
1604,22
1605,3
1606,781
1607,1
1608,1
1609,291
1610,3
1611,1
1612,9
1613,1
1614,398
1615,54
1616,13
1617,3
1618,1
1619,1
1620,31
1621,5
1622,6
1623,108
1624,6
1625,125
1626,7
1627,1
1628,11
1629,5
1630,5
1631,1
1632,47
1633,2
1634,1
1635,5
1636,2
1637,5
1638,1
1639,27
1640,1
1641,1
1642,1
1643,1
1644,1
1645,35
1646,1
1647,6
1648,1
1649,6
1650,25
1651,11
1652,6
1653,12
1654,80
1655,1
1656,5
1657,1
1658,1
1659,43
1660,6
1661,2
1662,2
1663,1
1664,5
1665,1
1666,89
1667,1
1668,1
1669,1
1670,1
1671,1
1672,14
1673,2
1674,406
1675,1
1676,1
1677,1
1678,36
1679,1
1680,1
1681,18
1682,14
1683,267
1684,20
1685,240
1686,31
1687,12
1688,3
1689,2
1690,1
1691,19
1692,1
1693,332
1694,7
1695,218
1696,3
1697,6
1698,243
1699,1
1700,3
1701,2
1702,2
1703,226
1704,2
1705,2
1706,24
1707,1
1708,183
1709,6
1710,8
1711,2
1712,11
1713,3
1714,1
1715,31
1716,1
1717,17
1718,1
1719,16
1720,2
1721,22
1722,53
1723,1
1724,1
1725,2
1726,10
1727,2
1728,1
1729,1
1730,88
1731,9
1732,3
1733,1
1734,7
1735,4
1736,2
1737,17
1738,3
1739,1
1740,66
1741,1
1742,11
1743,9
1744,2
1745,257
1746,5
1747,1
1748,258
1749,987
1750,8
1751,20
1752,1
1753,126
1754,2
1755,79
1756,1
1757,1
1758,2
1759,6
1760,11
1761,141
1762,253
1763,3
1764,3
1765,4
1766,1
1767,2
1768,9
1769,1
1770,200
1771,286
1772,5
1773,1
1774,12
1775,4
1776,1
1777,141
1778,56
1779,2
1780,1
1781,1
1782,334
1783,1
1784,13
1785,1
1786,84
1787,1
1788,210
1789,15
1790,1
1791,1
1792,1
1793,7
1794,3
1795,2
1796,199
1797,4
1798,10
1799,1
1800,8
1801,79
1802,6
1803,1
1804,2
1805,8
1806,1
1807,11
1808,4
1809,19
1810,1
1811,9
1812,2
1813,76
1814,61
1815,1
1816,2
1817,4
1818,1
1819,11
1820,7
1821,14
1822,2
1823,164
1824,86
1825,10
1826,1
1827,11
1828,1
1829,128
1830,1
1831,1
1832,9
1833,1
1834,289
1835,65
1836,26
1837,11
1838,14
1839,1
1840,1
1841,7
1842,98
1843,2
1844,2
1845,7
1846,1
1847,17
1848,226
1849,7
1850,1
1851,1
1852,1
1853,21
1854,1
1855,1
1856,1
1857,2
1858,1
1859,1
1860,1
1861,471
1862,11
1863,1
1864,9
1865,12
1866,77
1867,203
1868,3
1869,2
1870,26
1871,26
1872,13
1873,3
1874,10
1875,1
1876,1
1877,1
1878,273
1879,3
1880,80
1881,2
1882,2
1883,1
1884,18
1885,8
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,18
1893,1
1894,480
1895,5
1896,3
1897,34
1898,290
1899,3
1900,10
1901,16
1902,1
1903,82
1904,1
1905,4
1906,3
1907,2
1908,2
1909,1
1910,2
1911,7
1912,2
1913,1
1914,69
1915,31
1916,3
1917,3
1918,44
1919,3
1920,4
1921,358
1922,1
1923,4
1924,20
1925,1
1926,1
1927,1
1928,4
1929,26
1930,1
1931,7
1932,15
1933,1
1934,1
1935,4
1936,2
1937,15
1938,10
1939,1
1940,87
1941,1
1942,1
1943,22
1944,1
1945,81
1946,1
1947,5
1948,3
1949,13
1950,1
1951,1
1952,10
1953,1
1954,237
1955,20
1956,2
1957,79
1958,11
1959,710
1960,8
1961,12
1962,109
1963,51
1964,10
1965,55
1966,34
1967,1
1968,6
1969,1
1970,3
1971,4
1972,102
1973,8
1974,11
1975,864
1976,19
1977,1
1978,10
1979,1
1980,1
1981,8
1982,7
1983,2
1984,1
1985,8
1986,1
1987,25
1988,7
1989,50
1990,148
1991,1
1992,392
1993,1
1994,2
1995,6
1996,6
1997,56
1998,2
1999,4
2000,99
2001,155
2002,2
2003,33
2004,1
2005,1
2006,2
2007,595
2008,1
2009,1
2010,16
2011,6
2012,30
2013,1
2014,5
2015,3
2016,18
2017,40
2018,2
2019,3
2020,21
2021,3
2022,1
2023,9
2024,13
2025,3
2026,19
2027,1
2028,6
2029,142
2030,10
2031,19
2032,1
2033,10
2034,2
2035,4
2036,760
2037,1
2038,6
2039,1
2040,1
2041,1
2042,2
2043,45
2044,1
2045,6
2046,1
2047,131
2048,2
2049,2
2050,1
2051,15
2052,1
2053,82
2054,2
2055,5
2056,104
2057,139
2058,554
2059,16
2060,160
2061,248
2062,12
2063,10
2064,22
2065,193
2066,2
2067,1
2068,62
2069,2
2070,3
2071,287
2072,1
2073,1
2074,1
2075,4
2076,1
2077,18
2078,2
2079,1
2080,36
2081,14
2082,4
2083,76
2084,1
2085,230
2086,6
2087,2
2088,1
2089,224
2090,46
2091,12
2092,3
2093,1
2094,379
2095,12
2096,3
2097,25
2098,1
2099,4
2100,4
2101,560
2102,1
2103,2
2104,1
2105,1
2106,12
2107,1
2108,20
2109,11
2110,1
2111,62
2112,1
2113,2
2114,1
2115,2
2116,1
2117,11
2118,28
2119,1
2120,619
2121,24
2122,82
2123,46
2124,1
2125,1
2126,2
2127,6
2128,5
2129,231
2130,1
2131,1
2132,799
2133,1
2134,3
2135,1
2136,2
2137,8
2138,1
2139,20
2140,1
2141,44
2142,2
2143,506
2144,4
2145,1
2146,1
2147,1
2148,7
2149,1
2150,1
2151,12
2152,1
2153,1
2154,11
2155,12
2156,199
2157,1
2158,1
2159,2
2160,6
2161,31
2162,5
2163,8
2164,4
2165,49
2166,6
2167,1
2168,3
2169,1
2170,6
2171,855
2172,1
2173,7
2174,12
2175,46
2176,8
2177,145
2178,9
2179,16
2180,88
2181,2
2182,3
2183,2
2184,12
2185,7
2186,2
2187,1
2188,32
2189,5
2190,5
2191,18
2192,9
2193,1
2194,9
2195,3
2196,10
2197,26
2198,5
2199,1
2200,240
2201,1
2202,1
2203,1
2204,2
2205,2
2206,2
2207,3
2208,1
2209,7
2210,1
2211,1
2212,1
2213,1
2214,2
2215,114
2216,48
2217,2
2218,2
2219,4
2220,14
2221,117
2222,1
2223,4
2224,3
2225,2
2226,3
2227,10
2228,1
2229,25
2230,3
2231,1
2232,4
2233,255
2234,3
2235,5
2236,752
2237,17
2238,1
2239,3
2240,1
2241,1
2242,12
2243,1
2244,1
2245,1
2246,17
2247,1
2248,8
2249,18
2250,2
2251,1
2252,1
2253,188
2254,1
2255,1
2256,125
2257,837
2258,20
2259,61
2260,17
2261,554
2262,1
2263,1
2264,2
2265,1
2266,3
2267,2
2268,1
2269,3
2270,143
2271,49
2272,1
2273,1
2274,3
2275,263
2276,5
2277,4
2278,31
2279,1
2280,489
2281,6
2282,2
2283,375
2284,24
2285,8
2286,4
2287,8
2288,1
2289,34
2290,8
2291,1
2292,4
2293,96
2294,6
2295,2
2296,4
2297,21
2298,5
2299,1
2300,1
2301,3
2302,5
2303,5
2304,4
2305,25
2306,1
2307,6
2308,14
2309,19
2310,7
2311,1
2312,119
2313,84
2314,24
2315,2
2316,2
2317,36
2318,9
2319,3
2320,247
2321,3
2322,2
2323,1
2324,2
2325,1
2326,31
2327,2
2328,1
2329,22
2330,6
2331,3
2332,1
2333,1
2334,1
2335,114
2336,4
2337,1
2338,4
2339,27
2340,2
2341,2
2342,5
2343,2
2344,8
2345,60
2346,3
2347,3
2348,2
2349,139
2350,3
2351,584
2352,2
2353,5
2354,59
2355,107
2356,1
2357,1
2358,2
2359,1
2360,959
2361,1
2362,17
2363,356
2364,1
2365,5
2366,344
2367,3
2368,1
2369,3
2370,11
2371,2
2372,1
2373,49
2374,1
2375,3
2376,1
2377,57
2378,4
2379,416
2380,750
2381,1
2382,1
2383,59
2384,75
2385,1
2386,159
2387,14
2388,2
2389,47
2390,1
2391,5
2392,39
2393,1
2394,57
2395,9
2396,26
2397,2
2398,1
2399,29
2400,122
2401,3
2402,948
2403,5
2404,114
2405,2
2406,1
2407,1
2408,48
2409,4
2410,3
2411,1
2412,1
2413,1
2414,46
2415,1
2416,125
2417,1
2418,1
2419,18
2420,15
2421,1
2422,1
2423,1
2424,1
2425,2
2426,2
2427,483
2428,2
2429,88
2430,7
2431,1
2432,1
2433,1
2434,3
2435,3
2436,1
2437,63
2438,3
2439,2
2440,1
2441,2
2442,1
2443,2
2444,2
2445,3
2446,347
2447,1
2448,21
2449,775
2450,1
2451,1
2452,65
2453,1
2454,4
2455,78
2456,2
2457,18
2458,2
2459,1
2460,1
2461,1
2462,5
2463,2
2464,1
2465,109
2466,373
2467,2
2468,30
2469,8
2470,1
2471,1
2472,309
2473,2
2474,722
2475,49
2476,147
2477,32
2478,2
2479,1
2480,2
2481,9
2482,9
2483,19
2484,3
2485,1
2486,7
2487,43
2488,1
2489,3
2490,3
2491,117
2492,1
2493,5
2494,22
2495,1
2496,229
2497,1
2498,7
2499,24
2500,6
2501,3
2502,1
2503,154
2504,1
2505,28
2506,1
2507,1
2508,1
2509,6
2510,55
2511,50
2512,16
2513,333
2514,1
2515,1
2516,1
2517,1
2518,5
2519,2
2520,1
2521,46
2522,1
2523,2
2524,170
2525,35
2526,1
2527,1
2528,44
2529,1
2530,6
2531,10
2532,17
2533,656
2534,3
2535,12
2536,1
2537,5
2538,4
2539,12
2540,1
2541,139
2542,21
2543,5
2544,6
2545,3
2546,1
2547,1
2548,13
2549,16
2550,1
2551,1
2552,76
2553,1
2554,10
2555,81
2556,1
2557,3
2558,4
2559,1
2560,14
2561,281
2562,57
2563,3
2564,17
2565,1
2566,1
2567,1
2568,9
2569,1
2570,334
2571,129
2572,1
2573,1
2574,2
2575,7
2576,6
2577,9
2578,163
2579,4
2580,1
2581,2
2582,10
2583,1
2584,9
2585,63
2586,16
2587,1
2588,4
2589,637
2590,19
2591,9
2592,1
2593,1
2594,2
2595,1
2596,27
2597,73
2598,8
2599,1
2600,20
2601,1
2602,33
2603,1
2604,1
2605,1
2606,25
2607,2
2608,11
2609,2
2610,418
2611,2
2612,3
2613,65
2614,3
2615,2
2616,2
2617,1
2618,3
2619,14
2620,4
2621,73
2622,68
2623,2
2624,15
2625,2
2626,1
2627,3
2628,27
2629,1
2630,18
2631,45
2632,3
2633,550
2634,16
2635,34
2636,41
2637,8
2638,8
2639,10
2640,1
2641,1
2642,1
2643,1
2644,1
2645,3
2646,1
2647,1
2648,1
2649,180
2650,1
2651,61
2652,8
2653,1
2654,20
2655,2
2656,6
2657,1
2658,3
2659,1
2660,5
2661,451
2662,1
2663,5
2664,13
2665,990
2666,181
2667,17
2668,23
2669,2
2670,69
2671,1
2672,14
2673,1
2674,4
2675,1
2676,1
2677,1
2678,276
2679,2
2680,1
2681,45
2682,862
2683,128
2684,2
2685,1
2686,1
2687,1
2688,1
2689,1
2690,3
2691,4
2692,1
2693,1
2694,469
2695,2
2696,210
2697,2
2698,15
2699,4
2700,395
2701,1
2702,1
2703,5
2704,82
2705,1
2706,38
2707,1
2708,1
2709,48
2710,3
2711,1
2712,1
2713,11
2714,9
2715,3
2716,493
2717,2
2718,110
2719,16
2720,1
2721,1
2722,12
2723,976
2724,6
2725,58
2726,3
2727,2
2728,1
2729,17
2730,2
2731,54
2732,24
2733,20
2734,1
2735,1
2736,125
2737,4
2738,3
2739,1
2740,1
2741,40
2742,24
2743,1
2744,5
2745,21
2746,2
2747,1
2748,2
2749,176
2750,900
2751,1
2752,2
2753,2
2754,2
2755,6
2756,2
2757,15
2758,1
2759,3
2760,15
2761,1
2762,7
2763,149
2764,2
2765,1
2766,8
2767,90
2768,11
2769,9
2770,8
2771,4
2772,7
2773,1
2774,4
2775,3
2776,24
2777,1
2778,1
2779,2
2780,3
2781,34
2782,12
2783,1
2784,41
2785,8
2786,172
2787,1
2788,6
2789,80
2790,1
2791,1
2792,1
2793,1
2794,2
2795,1
2796,5
2797,1
2798,4
2799,1
2800,12
2801,1
2802,7
2803,20
2804,8
2805,7
2806,5
2807,33
2808,4
2809,99
2810,1
2811,1
2812,1
2813,1
2814,1
2815,117
2816,239
2817,11
2818,1
2819,6
2820,41
2821,20
2822,2
2823,1
2824,15
2825,17
2826,26
2827,1
2828,3
2829,1
2830,1
2831,1
2832,459
2833,599
2834,138
2835,30
2836,1
2837,1
2838,1
2839,8
2840,28
2841,1
2842,4
2843,2
2844,21
2845,12
2846,6
2847,120
2848,961
2849,1
2850,1
2851,1
2852,32
2853,5
2854,5
2855,6
2856,8
2857,4
2858,247
2859,30
2860,2
2861,620
2862,1
2863,754
2864,1
2865,52
2866,3
2867,2
2868,1
2869,1
2870,1
2871,1
2872,8
2873,11
2874,3
2875,1
2876,1
2877,13
2878,2
2879,56
2880,1
2881,165
2882,2
2883,636
2884,29
2885,1
2886,61
2887,4
2888,2
2889,625
2890,575
2891,1
2892,1
2893,301
2894,106
2895,16
2896,15
2897,27
2898,134
2899,13
2900,1
2901,75
2902,5
2903,6
2904,56
2905,1
2906,45
2907,90
2908,1
2909,5
2910,2
2911,1
2912,3
2913,16
2914,999
2915,1
2916,47
2917,18
2918,11
2919,5
2920,31
2921,2
2922,1
2923,4
2924,139
2925,21
2926,1
2927,4
2928,1
2929,1
2930,223
2931,5
2932,2
2933,2
2934,8
2935,894
2936,2
2937,138
2938,2
2939,1
2940,39
2941,1
2942,549
2943,2
2944,1
2945,249
2946,5
2947,1
2948,11
2949,1
2950,1
2951,6
2952,45
2953,3
2954,2
2955,19
2956,6
2957,160
2958,5
2959,10
2960,2
2961,1
2962,1
2963,1
2964,8
2965,15
2966,6
2967,94
2968,24
2969,662
2970,1
2971,3
2972,5
2973,2
2974,2
2975,9
2976,4
2977,3
2978,62
2979,3
2980,1
2981,12
2982,1
2983,8
2984,14
2985,1
2986,4
2987,1
2988,4
2989,40
2990,1
2991,22
2992,51
2993,4
2994,18
2995,70
2996,11
